id,iso2,rel.inno
A1,AT,96.9006576538086
A1,AU,138.035354614258
A1,BE,83.2282638549805
A1,BG,83.6758117675781
A1,CA,146.564651489258
A1,CH,127.361442565918
A1,CL,177.966293334961
A1,CN,92.9996337890625
A1,CO,114.228073120117
A1,CR,173.429000854492
A1,CY,93.6921234130859
A1,CZ,86.0528564453125
A1,DE,90.5986557006836
A1,DK,111.109985351563
A1,EE,110.330184936523
A1,GR,80.9529571533203
A1,ES,88.0437164306641
A1,EU27_2020,59.5421829223633
A1,FI,101.500274658203
A1,FR,85.826171875
A1,HR,84.1597595214844
A1,HU,103.186592102051
A1,IE,115.562377929688
A1,IL,112.377151489258
A1,IN,59.9345626831055
A1,IS,110.355949401856
A1,IT,76.0389709472656
A1,JP,108.702072143555
A1,KR,107.514152526856
A1,LT,104.009422302246
A1,LU,95.0475082397461
A1,LV,93.404670715332
A1,MT,78.1034927368164
A1,MX,126.145690917969
A1,NL,102.994606018066
A1,NO,92.1656265258789
A1,NZ,133.185363769531
A1,PL,86.4594421386719
A1,PT,83.2582931518555
A1,RO,66.5115280151367
A1,SE,106.05680847168
A1,SI,93.3689117431641
A1,SK,89.6924057006836
A1,TR,98.4045562744141
A1,GB,147.043472290039
A1,US,207.224792480469
A2,AT,96.5372314453125
A2,AU,180.730834960938
A2,BE,102.075332641602
A2,BG,77.9452514648438
A2,CA,172.828170776367
A2,CH,94.6869201660156
A2,CL,153.557067871094
A2,CN,1004.99560546875
A2,CO,120.729759216309
A2,CR,255.844619750977
A2,CY,242.312271118164
A2,CZ,95.3819198608399
A2,DE,91.3575668334961
A2,DK,102.780639648438
A2,EE,103.598205566406
A2,GR,96.3173751831055
A2,ES,94.5979385375977
A2,EU27_2020,82.1434020996094
A2,FI,101.670783996582
A2,FR,90.8605499267578
A2,HR,132.18489074707
A2,HU,109.422927856445
A2,IE,116.313507080078
A2,IL,116.357269287109
A2,IN,41.0749816894531
A2,IS,121.104827880859
A2,IT,97.1840591430664
A2,JP,115.688339233398
A2,KR,108.550765991211
A2,LT,92.5102157592774
A2,LU,112.021881103516
A2,LV,164.182464599609
A2,MT,183.010375976563
A2,MX,119.035820007324
A2,NL,99.7139739990234
A2,NO,160.370178222656
A2,NZ,263.405822753906
A2,PL,91.1623077392578
A2,PT,105.801467895508
A2,RO,66.4208755493164
A2,SE,111.737174987793
A2,SI,118.169288635254
A2,SK,113.362861633301
A2,TR,75.1426544189453
A2,GB,124.83309173584
A2,US,152.221984863281
A3,AT,106.017997741699
A3,AU,73.2655181884766
A3,BE,123.376434326172
A3,BG,88.207275390625
A3,CA,101.95947265625
A3,CH,118.675354003906
A3,CL,105.384170532227
A3,CN,58.2619132995606
A3,CO,78.2240371704102
A3,CR,70.3625869750977
A3,CY,90.6563110351563
A3,CZ,117.851165771484
A3,DE,72.3060455322266
A3,DK,91.4486999511719
A3,EE,111.925910949707
A3,GR,89.385383605957
A3,ES,82.3214340209961
A3,EU27_2020,62.8118133544922
A3,FI,94.531135559082
A3,FR,75.7281646728516
A3,HR,101.049423217773
A3,HU,113.637519836426
A3,IE,134.966461181641
A3,IL,146.758529663086
A3,IN,148.326110839844
A3,IS,106.14185333252
A3,IT,67.9256057739258
A3,JP,48.3922157287598
A3,KR,58.6012382507324
A3,LT,100.719192504883
A3,LU,139.811721801758
A3,LV,111.080749511719
A3,MT,92.098274230957
A3,MX,116.921310424805
A3,NL,100.075004577637
A3,NO,84.8673095703125
A3,NZ,81.8680038452149
A3,PL,89.9866256713867
A3,PT,86.5669021606445
A3,RO,93.3964233398438
A3,SE,90.568717956543
A3,SI,119.665657043457
A3,SK,106.055503845215
A3,TR,57.6748580932617
A3,GB,92.3705062866211
A3,US,60.5836601257324
B1,AT,94.0408401489258
B1,AU,104.101264953613
B1,BE,88.7208099365235
B1,BG,63.426513671875
B1,CA,124.763031005859
B1,CH,131.074172973633
B1,CL,60.1204338073731
B1,CN,35.9180030822754
B1,CO,52.6253433227539
B1,CR,62.0218849182129
B1,CY,62.9563598632813
B1,CZ,77.7333984375
B1,DE,101.009948730469
B1,DK,110.358039855957
B1,EE,92.0925140380859
B1,GR,64.2863006591797
B1,ES,84.8668823242188
B1,EU27_2020,90.1914215087891
B1,FI,100.066513061523
B1,FR,101.031341552734
B1,HR,78.8117523193359
B1,HU,68.900634765625
B1,IE,128.799942016602
B1,IL,82.559700012207
B1,IN,24.3727874755859
B1,IS,85.4001541137695
B1,IT,65.8884201049805
B1,JP,110.791740417481
B1,KR,110.202453613281
B1,LT,83.8769912719727
B1,LU,154.9521484375
B1,LV,66.4018020629883
B1,MT,100.219985961914
B1,MX,46.9222373962402
B1,NL,98.5800018310547
B1,NO,100.796752929688
B1,NZ,85.3517227172852
B1,PL,73.794807434082
B1,PT,89.8138275146484
B1,RO,57.3225440979004
B1,SE,106.323547363281
B1,SI,86.5462112426758
B1,SK,73.9453735351563
B1,TR,52.1306648254395
B1,GB,122.210327148438
B1,US,99.9877243041992
B2,AT,85.1497039794922
B2,AU,112.816719055176
B2,BE,86.7489318847656
B2,BG,40.3970451354981
B2,CA,71.3894119262695
B2,CH,148.418334960938
B2,CL,18.0697937011719
B2,CN,28.8521575927734
B2,CO,6.12558889389038
B2,CR,12.0074043273926
B2,CY,72.902229309082
B2,CZ,65.4362716674805
B2,DE,75.5868835449219
B2,DK,114.245048522949
B2,EE,70.4893569946289
B2,GR,63.3570861816406
B2,ES,55.0939331054688
B2,EU27_2020,67.8038330078125
B2,FI,93.3812026977539
B2,FR,62.4799957275391
B2,HR,43.631950378418
B2,HU,46.6100463867188
B2,IE,74.2338943481445
B2,IL,67.3006973266602
B2,IN,2.13936996459961
B2,IS,97.021240234375
B2,IT,55.9722595214844
B2,JP,58.4067993164063
B2,KR,73.2395477294922
B2,LT,54.9939651489258
B2,LU,92.3655014038086
B2,LV,47.44677734375
B2,MT,71.9295806884766
B2,MX,14.2459383010864
B2,NL,110.317611694336
B2,NO,99.4460525512695
B2,NZ,66.4474487304688
B2,PL,49.4270133972168
B2,PT,61.3564758300781
B2,RO,26.5081157684326
B2,SE,93.5008544921875
B2,SI,66.895622253418
B2,SK,47.5365257263184
B2,TR,28.9069957733154
B2,GB,89.0141525268555
B2,US,78.881233215332
B3,AT,97.1727523803711
B3,AU,46.113899230957
B3,BE,100.197448730469
B3,BG,53.1738586425781
B3,CA,65.913932800293
B3,CH,125.370819091797
B3,CL,53.0091934204102
B3,CN,126.816482543945
B3,CO,49.3323478698731
B3,CR,8.80141830444336
B3,CY,63.5323219299317
B3,CZ,72.7436599731445
B3,DE,105.638824462891
B3,DK,94.7966842651367
B3,EE,69.5939712524414
B3,GR,68.8377227783203
B3,ES,58.7590866088867
B3,EU27_2020,81.7717895507813
B3,FI,107.138572692871
B3,FR,75.7653579711914
B3,HR,58.3594360351563
B3,HU,63.6412658691406
B3,IE,83.9470596313477
B3,IL,124.558235168457
B3,IN,12.1613664627075
B3,IS,73.9713363647461
B3,IT,70.9704437255859
B3,JP,113.775085449219
B3,KR,133.47314453125
B3,LT,59.5754089355469
B3,LU,66.0215759277344
B3,LV,53.8999671936035
B3,MT,55.688648223877
B3,MX,37.2368621826172
B3,NL,90.2511444091797
B3,NO,73.0040283203125
B3,NZ,49.1521492004395
B3,PL,51.9761695861816
B3,PT,59.418083190918
B3,RO,43.4997673034668
B3,SE,107.616157531738
B3,SI,76.0340118408203
B3,SK,55.7665786743164
B3,TR,49.5456161499023
B3,GB,102.408081054688
B3,US,95.7628402709961
B4,AT,67.1318969726563
B4,AU,84.7367553710938
B4,BE,48.9453125
B4,BG,56.1470794677734
B4,CA,63.7224960327148
B4,CH,76.3706283569336
B4,CL,31.6025352478027
B4,CN,77.7382736206055
B4,CO,63.8380813598633
B4,CR,23.7991886138916
B4,CY,30.712968826294
B4,CZ,59.1799240112305
B4,DE,68.0741882324219
B4,DK,113.416641235352
B4,EE,277.510345458984
B4,GR,89.3288421630859
B4,ES,61.8950233459473
B4,EU27_2020,76.9191207885742
B4,FI,132.854690551758
B4,FR,70.5090866088867
B4,HR,99.1075286865235
B4,HU,63.3170928955078
B4,IE,75.0165786743164
B4,IL,203.223876953125
B4,IN,97.6728591918945
B4,IS,57.1642532348633
B4,IT,49.1548118591309
B4,JP,17.7896060943604
B4,KR,56.9009246826172
B4,LT,153.068298339844
B4,LU,92.9246978759766
B4,LV,69.6530303955078
B4,MT,75.9512481689453
B4,MX,39.0296592712402
B4,NL,98.4381561279297
B4,NO,63.7108955383301
B4,NZ,
B4,PL,62.7565574645996
B4,PT,62.0630798339844
B4,RO,59.5850524902344
B4,SE,106.345199584961
B4,SI,49.4616241455078
B4,SK,52.8908500671387
B4,TR,110.878997802734
B4,GB,110.844062805176
B4,US,195.694717407227
B5,AT,152.231903076172
B5,AU,78.6520462036133
B5,BE,124.773628234863
B5,BG,15.770414352417
B5,CA,106.249847412109
B5,CH,77.9253005981445
B5,CL,20.3589248657227
B5,CN,57.4468498229981
B5,CO,19.9889030456543
B5,CR,20.4884948730469
B5,CY,29.5535354614258
B5,CZ,107.067779541016
B5,DE,79.8459930419922
B5,DK,78.5809173583984
B5,EE,62.8617782592773
B5,GR,69.1835479736328
B5,ES,66.1372528076172
B5,EU27_2020,96.494873046875
B5,FI,84.3389587402344
B5,FR,136.950485229492
B5,HR,64.9734191894531
B5,HU,103.300422668457
B5,IE,100.888160705566
B5,IL,150.941986083984
B5,IN,
B5,IS,102.689094543457
B5,IT,78.1121444702148
B5,JP,67.5588150024414
B5,KR,132.557144165039
B5,LT,76.1578369140625
B5,LU,51.538501739502
B5,LV,53.9197463989258
B5,MT,32.5015144348145
B5,MX,16.3659057617188
B5,NL,112.460098266602
B5,NO,110.636344909668
B5,NZ,81.3199157714844
B5,PL,79.9089584350586
B5,PT,105.934425354004
B5,RO,41.4122314453125
B5,SE,99.8463973999024
B5,SI,110.703468322754
B5,SK,60.0087471008301
B5,TR,74.788215637207
B5,GB,146.977828979492
B5,US,107.133758544922
C1,AT,77.6265716552734
C1,AU,65.8299407958984
C1,BE,84.4350967407227
C1,BG,57.7478179931641
C1,CA,109.279861450195
C1,CH,82.5079498291016
C1,CL,83.8284683227539
C1,CN,197.136016845703
C1,CO,46.7791442871094
C1,CR,87.5906448364258
C1,CY,72.8772048950195
C1,CZ,81.4192123413086
C1,DE,79.3518524169922
C1,DK,98.3429870605469
C1,EE,97.4828796386719
C1,GR,59.8796920776367
C1,ES,81.0002517700195
C1,EU27_2020,80.9369430541992
C1,FI,111.639617919922
C1,FR,81.7445678710938
C1,HR,73.943962097168
C1,HU,78.3228759765625
C1,IE,105.842163085938
C1,IL,89.3533401489258
C1,IN,151.7841796875
C1,IS,87.2679595947266
C1,IT,66.4915390014649
C1,JP,113.09561920166
C1,KR,166.659301757813
C1,LT,82.4191665649414
C1,LU,75.4328231811524
C1,LV,67.9013595581055
C1,MT,118.977760314941
C1,MX,65.2348403930664
C1,NL,92.4171371459961
C1,NO,79.9639282226563
C1,NZ,96.4813766479492
C1,PL,67.4737014770508
C1,PT,78.4012756347656
C1,RO,63.8296127319336
C1,SE,113.165161132813
C1,SI,79.1117324829102
C1,SK,75.5586013793945
C1,TR,49.1496505737305
C1,GB,83.3922271728516
C1,US,104.613838195801
C2,AT,89.1132049560547
C2,AU,78.6357727050781
C2,BE,66.0725479125977
C2,BG,64.068115234375
C2,CA,74.9977416992188
C2,CH,109.234558105469
C2,CL,155.779205322266
C2,CN,34.6920051574707
C2,CO,71.1663665771484
C2,CR,
C2,CY,40.9047470092773
C2,CZ,87.0634994506836
C2,DE,122.680160522461
C2,DK,112.126525878906
C2,EE,71.1637649536133
C2,GR,89.780403137207
C2,ES,85.3144226074219
C2,EU27_2020,105.894111633301
C2,FI,135.50700378418
C2,FR,97.4461059570313
C2,HR,50.2530632019043
C2,HU,87.1721649169922
C2,IE,51.6648750305176
C2,IL,36.3513832092285
C2,IN,43.5280990600586
C2,IS,57.3151473999023
C2,IT,97.1643295288086
C2,JP,187.698013305664
C2,KR,142.781173706055
C2,LT,75.525993347168
C2,LU,69.4952239990234
C2,LV,127.319381713867
C2,MT,75.2211380004883
C2,MX,129.398345947266
C2,NL,85.3728485107422
C2,NO,113.84220123291
C2,NZ,111.920684814453
C2,PL,38.3819351196289
C2,PT,78.2920761108399
C2,RO,100.518531799316
C2,SE,101.247924804688
C2,SI,110.249153137207
C2,SK,78.2368927001953
C2,TR,27.5021934509277
C2,GB,97.9737319946289
C2,US,48.844539642334
C3,AT,109.073173522949
C3,AU,42.9245262145996
C3,BE,113.225219726563
C3,BG,78.8135299682617
C3,CA,62.7824630737305
C3,CH,125.851188659668
C3,CL,59.3644332885742
C3,CN,56.3542175292969
C3,CO,1.71204471588135
C3,CR,4.99924230575562
C3,CY,73.1904525756836
C3,CZ,96.6880264282227
C3,DE,96.8482818603516
C3,DK,112.898056030273
C3,EE,90.4363174438477
C3,GR,57.4568290710449
C3,ES,78.021484375
C3,EU27_2020,114.885513305664
C3,FI,80.8949737548828
C3,FR,92.689079284668
C3,HR,82.4651184082031
C3,HU,100.711387634277
C3,IE,82.8290176391602
C3,IL,59.7518119812012
C3,IN,52.0237274169922
C3,IS,56.276538848877
C3,IT,96.8171310424805
C3,JP,88.2154846191406
C3,KR,106.320449829102
C3,LT,95.9446411132813
C3,LU,105.596969604492
C3,LV,85.8055114746094
C3,MT,108.318534851074
C3,MX,63.2781410217285
C3,NL,105.064895629883
C3,NO,79.6517181396484
C3,NZ,46.5288772583008
C3,PL,85.9328842163086
C3,PT,74.1985855102539
C3,RO,75.4180908203125
C3,SE,87.9168548583984
C3,SI,90.7156600952148
C3,SK,103.928726196289
C3,TR,31.4588451385498
C3,GB,101.701362609863
C3,US,56.1724662780762
C4,AT,105.755317687988
C4,AU,87.2568969726563
C4,BE,91.1620712280273
