id,year,value,type,value.eu,value.top3,value.inno,value.us,value.cn,value.jp,value.kr
Energieintensität,2005,5.1904,v,9.1377,3.7985,6.2145,,,,
Energieintensität,2006,5.0628,v,8.7256,3.7753,6.125,,,,
Energieintensität,2007,4.7974,v,8.33,3.7021,5.8321,,,,
Energieintensität,2008,4.7662,v,8.0846,3.608,5.7503,,,,
Energieintensität,2009,4.7023,v,7.9288,3.7467,5.6998,,,,
Energieintensität,2010,4.9287,v,8.1218,3.7448,5.9932,,,,
Energieintensität,2011,4.6497,v,7.8328,3.6136,5.6066,,,,
Energieintensität,2012,4.6046,v,7.6056,3.3913,5.4988,,,,
Energieintensität,2013,4.6573,v,7.4047,3.3608,5.4796,,,,
Energieintensität,2014,4.4644,v,7.1153,3.2359,5.2868,,,,
Energieintensität,2015,4.5279,v,6.8907,2.9561,5.012,,,,
Energieintensität,2016,4.501,v,6.8911,2.8478,5.1236,,,,
Energieintensität,2017,4.4807,v,6.833,2.8399,5.0293,,,,
Energieintensität,2018,4.2751,v,6.598,2.7144,4.9056,,,,
Energieintensität,2019,4.3072,v,6.2899,2.6347,4.8331,,,,
Energieintensität,2020,4.2909,v,6.1286,2.4042,4.6272,,,,
Energieintensität,2021,4.3543,v,6.0626,2.2696,4.6554,,,,
Energieintensität,2022,3.9361,v,5.6956,2.2284,4.289,,,,
Energy_pc_GBOARD,2004,0.79,v,2.1127,8.785,3.025,1.24,,16.98,
Energy_pc_GBOARD,2005,0.75333,v,2.6207,11.646,3.032,1.19,,16.393,7.195
Energy_pc_GBOARD,2006,0.85667,v,2.7672,10.424,3.3433,1.3033,,15.58,7.4367
Energy_pc_GBOARD,2007,0.87667,v,3.2347,9.9811,3.7847,1.5,,14.55,8.4
Energy_pc_GBOARD,2008,1.05,v,3.268,10.563,4.3027,2.0633,,13.867,8.9967
Energy_pc_GBOARD,2009,1.1033,v,3.3471,10.639,4.706,2.2367,,13.047,9.4233
Energy_pc_GBOARD,2010,1.2533,v,3.1893,10.639,4.822,2.31,,12.883,9.27
Energy_pc_GBOARD,2011,1.4933,v,3.0655,10.169,4.69,2.02,,12.28,9.0367
Energy_pc_GBOARD,2012,1.9067,v,2.9795,9.9311,4.4207,2,,12.153,8.8567
Energy_pc_GBOARD,2013,2.1,v,2.9247,9.7044,4.2193,2.0467,,11.763,8.97
Energy_pc_GBOARD,2014,2.5933,v,2.9675,9.6856,4.174,2.3267,,11.603,8.84
Energy_pc_GBOARD,2015,2.9267,v,2.814,9.2322,3.6473,2.5533,,11.923,8.7033
Energy_pc_GBOARD,2016,3.2333,v,2.7428,9.4578,3.1947,2.7667,,11.463,8.15
Energy_pc_GBOARD,2017,3.0533,v,2.6444,9.3,2.9373,2.8267,,11.207,7.2333
Energy_pc_GBOARD,2018,2.6067,v,2.633,8.6322,3.0893,2.8967,,9.7633,6.5033
Energy_pc_GBOARD,2019,2.8333,v,2.5946,7.4067,3.0853,2.86,,7.9567,5.9967
Energy_pc_GBOARD,2020,2.8833,v,2.6235,6.8344,3.214,2.8167,,7.27,5.6533
Energy_pc_GBOARD,2021,3.39,v,2.7033,6.6033,3.2033,3.4,,6.65,5.4533
Energy_pc_GBOARD,2022,3.315,v,2.7378,6.7883,3.423,3.765,,7.33,5.365
Energy_pc_GDP,2004,0.005,v,0.011591,0.068333,0.023,0.01,,0.115,
Energy_pc_GDP,2005,0.0033333,v,0.013667,0.070556,0.023333,0.01,,0.11,0.055
Energy_pc_GDP,2006,0.0066667,v,0.015067,0.072222,0.026,0.01,,0.10333,0.06
Energy_pc_GDP,2007,0.0066667,v,0.017949,0.077778,0.030667,0.01,,0.096667,0.073333
Energy_pc_GDP,2008,0.01,v,0.019753,0.087778,0.037333,0.016667,,0.093333,0.083333
Energy_pc_GDP,2009,0.01,v,0.020617,0.094444,0.042667,0.02,,0.09,0.093333
Energy_pc_GDP,2010,0.01,v,0.02,0.098889,0.045333,0.02,,0.093333,0.096667
Energy_pc_GDP,2011,0.01,v,0.018395,0.094444,0.044,0.013333,,0.09,0.096667
Energy_pc_GDP,2012,0.013333,v,0.017901,0.09,0.040667,0.01,,0.086667,0.096667
Energy_pc_GDP,2013,0.016667,v,0.017037,0.087778,0.037333,0.01,,0.083333,0.1
Energy_pc_GDP,2014,0.023333,v,0.017284,0.086667,0.035333,0.013333,,0.08,0.1
Energy_pc_GDP,2015,0.026667,v,0.015926,0.08,0.03,0.016667,,0.08,0.096667
Energy_pc_GDP,2016,0.026667,v,0.015556,0.076667,0.025333,0.02,,0.08,0.09
Energy_pc_GDP,2017,0.023333,v,0.014815,0.076667,0.022667,0.02,,0.086667,0.08
Energy_pc_GDP,2018,0.02,v,0.015062,0.074444,0.023333,0.02,,0.09,0.07
Energy_pc_GDP,2019,0.023333,v,0.015309,0.07,0.024667,0.02,,0.09,0.063333
Energy_pc_GDP,2020,0.023333,v,0.016049,0.074444,0.026667,0.02,,0.1,0.063333
Energy_pc_GDP,2021,0.026667,v,0.017037,0.078889,0.028667,0.023333,,0.10667,0.066667
Energy_pc_GDP,2022,0.025,v,0.017593,0.083333,0.031,0.025,,0.115,0.07
Envir_pc_GBOARD,2004,1.495,v,2.5203,5.1583,1.7903,0.6,,0.845,
Envir_pc_GBOARD,2005,1.54,v,2.8587,7.5278,1.7767,0.58,,0.83333,4.37
Envir_pc_GBOARD,2006,1.62,v,2.8052,7.0978,1.6973,0.58333,,0.84333,3.8767
Envir_pc_GBOARD,2007,1.6267,v,2.8417,6.3356,1.662,0.54667,,0.88,3.2633
Envir_pc_GBOARD,2008,1.7067,v,2.7736,5.5722,1.6627,0.50333,,0.93667,2.77
Envir_pc_GBOARD,2009,1.7567,v,2.8692,6.41,1.644,0.46,,0.99,2.55
Envir_pc_GBOARD,2010,1.8833,v,2.8938,7.5389,1.6827,0.47667,,1.0367,2.3167
Envir_pc_GBOARD,2011,2.0467,v,2.7715,7.4444,1.6813,0.50333,,1.3867,2.2967
Envir_pc_GBOARD,2012,2.2367,v,2.7005,7.4936,1.6707,0.5,,1.85,2.33
Envir_pc_GBOARD,2013,1.8833,v,2.6114,6.9833,1.5473,0.48667,,2.0767,2.3967
Envir_pc_GBOARD,2014,1.3367,v,2.702,6.8578,1.4633,0.47667,,2.0467,2.3167
Envir_pc_GBOARD,2015,0.81667,v,2.6312,6.2744,1.4767,0.45,,2.61,2.38
Envir_pc_GBOARD,2016,0.72333,v,2.6541,6.5211,1.5207,0.42333,,3.09,2.5067
Envir_pc_GBOARD,2017,0.7,v,2.5242,6.5789,1.49,0.39333,,3.68,2.6633
Envir_pc_GBOARD,2018,0.60667,v,2.4409,5.7411,1.4107,0.37333,,3.3733,2.8233
Envir_pc_GBOARD,2019,1.2967,v,2.3804,5.5267,1.4333,0.35,,3.1767,2.96
Envir_pc_GBOARD,2020,1.43,v,2.4089,5.8511,1.5507,0.34333,,2.7967,3.0767
Envir_pc_GBOARD,2021,1.5667,v,2.4706,5.8956,1.9593,0.34,,2.49,3.1767
Envir_pc_GBOARD,2022,0.98,v,2.4876,6.46,2.152,0.345,,2.435,3.235
Envir_pc_GDP,2004,0.01,v,0.0125,0.022143,0.013,0.005,,0.01,
Envir_pc_GDP,2005,0.01,v,0.013667,0.032222,0.012667,0.0033333,,0.01,0.03
Envir_pc_GDP,2006,0.01,v,0.013333,0.03,0.012,0.0033333,,0.01,0.03
Envir_pc_GDP,2007,0.01,v,0.013141,0.033333,0.010667,0.0033333,,0.01,0.026667
Envir_pc_GDP,2008,0.01,v,0.01392,0.034444,0.012667,0.0033333,,0.01,0.026667
Envir_pc_GDP,2009,0.01,v,0.01466,0.035556,0.014,0,,0.01,0.023333
Envir_pc_GDP,2010,0.013333,v,0.015,0.036667,0.016,0,,0.01,0.023333
Envir_pc_GDP,2011,0.016667,v,0.014105,0.034444,0.015333,0,,0.013333,0.023333
Envir_pc_GDP,2012,0.02,v,0.013549,0.030833,0.015333,0,,0.016667,0.026667
Envir_pc_GDP,2013,0.016667,v,0.012963,0.032222,0.014,0,,0.016667,0.03
Envir_pc_GDP,2014,0.013333,v,0.013086,0.034444,0.012,0,,0.013333,0.03
Envir_pc_GDP,2015,0.01,v,0.012716,0.032222,0.011333,0,,0.016667,0.03
Envir_pc_GDP,2016,0.01,v,0.012593,0.028889,0.010667,0,,0.023333,0.03
Envir_pc_GDP,2017,0.0066667,v,0.011235,0.028,0.010667,0,,0.03,0.03
Envir_pc_GDP,2018,0.0033333,v,0.010741,0.03,0.01,0,,0.03,0.03
Envir_pc_GDP,2019,0.0066667,v,0.011111,0.031333,0.010667,0,,0.033333,0.03
Envir_pc_GDP,2020,0.01,v,0.011975,0.035556,0.012,0,,0.036667,0.033333
Envir_pc_GDP,2021,0.013333,v,0.012716,0.038889,0.015333,0,,0.04,0.036667
Envir_pc_GDP,2022,0.01,v,0.012593,0.041667,0.017,0,,0.04,0.04
Erwerbstätigenquote,2000,60.284,v,53.003,64.327,56.13,,,,
Erwerbstätigenquote,2001,59.659,v,53.553,64.676,56.593,,,,
Erwerbstätigenquote,2002,58.519,v,53.575,64.203,56.142,,,,
Erwerbstätigenquote,2003,59.162,v,53.904,64.294,55.479,,,,
Erwerbstätigenquote,2004,54.614,v,53.889,64.13,55.91,,,,
Erwerbstätigenquote,2005,54.944,v,54.191,64.329,55.554,,,,
Erwerbstätigenquote,2006,55.951,v,55.269,65.624,55.987,,,,
Erwerbstätigenquote,2007,57.224,v,56.442,66.921,56.865,,,,
Erwerbstätigenquote,2008,57.727,v,56.863,66.4,57.264,,,,
Erwerbstätigenquote,2009,56.842,v,54.792,62.8,55.37,,,,
Erwerbstätigenquote,2010,56.945,v,53.704,62.264,54.798,,,,
Erwerbstätigenquote,2011,57.379,v,53.656,63.388,55.093,,,,
Erwerbstätigenquote,2012,57.259,v,53.499,63.639,55.16,,,,
Erwerbstätigenquote,2013,57.087,v,53.481,64.604,55.204,,,,
Erwerbstätigenquote,2014,56.143,v,54.318,65.691,55.279,,,,
Erwerbstätigenquote,2015,56.14,v,55.169,66.741,55.443,,,,
Erwerbstätigenquote,2016,56.555,v,56.952,67.909,56.388,,,,
Erwerbstätigenquote,2017,56.771,v,58.335,68.984,56.843,,,,
Erwerbstätigenquote,2018,57.763,v,59.681,69.434,57.92,,,,
Erwerbstätigenquote,2019,58.413,v,60.606,70.042,58.514,,,,
Erwerbstätigenquote,2020,57.651,v,59.905,69.087,57.831,,,,
Erwerbstätigenquote,2021,56.716,v,60.472,70.841,58.105,,,,
Erwerbstätigenquote,2022,58.131,v,62.44,72.164,59.636,,,,
Exporte_Umwelt,2008,2.54,v,2.59,3.33,,,,,
Exporte_Umwelt,2009,2.46,v,1.5125,1.9267,,,,,
Exporte_Umwelt,2010,2.69,v,1.905,2.9933,,,,,
Exporte_Umwelt,2011,2.73,v,2.3288,3.75,3.62,,,,
Exporte_Umwelt,2012,2.84,v,1.931,3.6,2.5867,,,,
Exporte_Umwelt,2013,2.8,v,1.6718,3.3733,2.7133,,,,
Exporte_Umwelt,2014,2.74,v,1.2692,3.3433,2.104,,,,
Exporte_Umwelt,2015,2.78,v,1.1978,3.3267,2.062,,,,
Exporte_Umwelt,2016,2.96,v,1.2341,3.5567,2.178,,,,
Exporte_Umwelt,2017,3.17,v,1.2222,3.4033,1.99,,,,
Exporte_Umwelt,2018,3.41,v,1.2352,3.48,1.998,,,,
Exporte_Umwelt,2019,3.43,v,1.2389,3.5067,2.006,,,,
Exporte_Umwelt,2020,3.44,v,1.2959,3.3367,1.876,,,,
Finanz_komp,2011,27.291,v,44.153,73.973,50.218,94.063,,,
Finanz_komp,2012,27.438,v,45.976,74.226,53.388,94.523,,,
Finanz_komp,2013,29.042,v,45.358,76.569,51.868,88.788,,,
Finanz_komp,2014,29.838,v,48.697,76.984,54.626,91.709,,,
Finanz_komp,2015,28.868,v,50.06,83.965,56.702,92.581,,,
Finanz_komp,2016,27.078,v,50.54,89.878,56.807,99.072,,,
Finanz_komp,2017,31.871,v,54.093,95.247,60.368,98.23,,,
Finanz_komp,2018,34.109,v,58.438,94.162,65.168,81.816,,,
Finanz_komp,2019,36.209,v,60.517,98.096,67.951,88.286,,,
Finanz_komp,2020,37.485,v,63.713,102.34,72.129,90.927,,,
Finanz_komp,2021,40.08,v,65.057,101.79,71.959,93.605,,,
Finanz_komp,2022,43.326,v,69.476,110.87,76.591,97.416,,,
Frauen_Nawi,2005,50.718,v,57.91,65.919,53.775,,,,
Frauen_Nawi,2006,50.702,v,57.955,65.766,53.445,,,,
Frauen_Nawi,2007,50.687,v,58,66.011,53.114,,,,
Frauen_Nawi,2008,50.672,v,58.045,66.38,52.784,,,,
Frauen_Nawi,2009,50.657,v,58.09,66.749,52.454,,,,
Frauen_Nawi,2010,50.642,v,58.886,68.103,52.123,,,,
Frauen_Nawi,2011,50.866,v,58.659,68.358,51.104,,,,
Frauen_Nawi,2012,51.091,v,58.431,69.279,50.085,,,,
Frauen_Nawi,2013,51.315,v,56.226,70.2,48.012,,,,
Frauen_Nawi,2014,51.582,v,56.533,71.16,48.534,,,,
Frauen_Nawi,2015,48.433,v,56.543,72.8,48.739,,,,
Frauen_Nawi,2016,49.594,v,57.221,71.478,49.944,,,,
Frauen_Nawi,2017,48.291,v,56.52,69.606,49.077,,,,
Frauen_Nawi,2018,47.315,v,56.969,70.912,49.546,,,,
Frauen_Nawi,2019,49.79,v,56.46,69.032,49.562,,,,
Frauen_Nawi,2020,48.529,v,57.282,69.288,49.936,,,,
Frauen_Nawi,2021,49.362,v,57.276,69.248,51.605,,,,
Frauen_Technik,2005,22.219,v,26.729,34.466,25.947,,,,
Frauen_Technik,2006,22.581,v,27.173,34.046,25.748,,,,
Frauen_Technik,2007,22.944,v,27.616,33.627,25.55,,,,
Frauen_Technik,2008,23.307,v,28.06,33.207,25.351,,,,
Frauen_Technik,2009,23.669,v,28.504,32.787,25.152,,,,
Frauen_Technik,2010,24.032,v,29.292,32.921,24.954,,,,
Frauen_Technik,2011,25.211,v,29.318,32.444,25.265,,,,
Frauen_Technik,2012,26.39,v,29.343,32.206,25.576,,,,
Frauen_Technik,2013,27.57,v,28.639,34.98,26.495,,,,
Frauen_Technik,2014,28.144,v,29.579,37.838,27.279,,,,
Frauen_Technik,2015,26.712,v,28.748,37.775,26.206,,,,
Frauen_Technik,2016,27.406,v,29.321,38.025,26.447,,,,
Frauen_Technik,2017,28.041,v,29.479,39.532,26.627,,,,
Frauen_Technik,2018,27.579,v,29.589,38.404,26.418,,,,
Frauen_Technik,2019,28.063,v,29.361,41.214,26.94,,,,
Frauen_Technik,2020,27.715,v,29.67,38.4,27.579,,,,
Frauen_Technik,2021,30.511,v,29.823,40.183,28.33,,,,
FuE_Intens,2000,0.9145,v,0.57127,0.95944,0.91396,,,,
FuE_Intens,2001,0.87567,v,0.55458,0.94092,0.9426,,,,
FuE_Intens,2002,0.84743,v,0.4767,0.89903,0.77582,1,,0.73517,
FuE_Intens,2003,0.86329,v,0.54091,0.91488,0.79191,1,,0.88136,0.17883
FuE_Intens,2004,0.94085,v,0.55368,0.96443,0.84944,1,,0.95244,0.30041
FuE_Intens,2005,1,v,0.50801,0.96253,0.8237,0.96451,,0.92307,0.24523
FuE_Intens,2006,1,v,0.51232,0.96304,0.85775,0.96672,,0.92238,0.28088
FuE_Intens,2007,0.95239,v,0.46565,0.94786,0.83464,0.8912,,0.88119,0.13982
FuE_Intens,2008,0.83788,v,0.40342,0.86577,0.81227,0.75942,,0.7586,0.15055
FuE_Intens,2009,0.85224,v,0.42723,0.94487,0.89584,0.78206,,0.74839,0.21598
FuE_Intens,2010,0.85287,v,0.45208,0.92039,0.85279,0.79837,,0.75532,0.2703
FuE_Intens,2011,0.85121,v,0.50185,0.9365,0.8964,0.83326,,0.7996,0.33656
FuE_Intens,2012,0.86691,v,0.40007,0.91454,0.75582,0.68963,,0.63365,0.13662
FuE_Intens,2013,0.97667,v,0.44744,0.97888,0.82826,0.78564,,0.80159,0.12205
FuE_Intens,2014,1,v,0.43391,0.9348,0.77297,0.76592,,0.78061,0.21971
FuE_Intens,2015,1,v,0.70552,0.96131,0.90033,0.90112,,0.91679,0.68435
FuE_Intens,2016,0.8475,v,0.59376,0.88906,0.76964,0.77395,,0.79716,0.58567
FuE_Intens,2017,0.85801,v,0.6115,0.91042,0.79506,0.78979,,0.79096,0.61516
FuE_Intens,2018,0.83711,v,0.61324,0.90958,0.78382,0.79071,,0.76448,0.62978
FuE_Intens,2019,0.8294,v,0.60301,0.9162,0.7763,0.78446,,0.75514,0.61318
FuE_Intens,2020,0.8372,v,0.62955,0.93708,0.79284,0.80302,,0.77075,0.64467
FuE_Intens,2021,0.78119,v,0.60226,0.90297,0.7513,0.79017,,0.73782,0.64257
GERD_bev,2000,0.55415,v,0.30691,0.83573,0.66254,,,,
GERD_bev,2001,0.59182,v,0.35028,1.0314,0.78265,0.95179,0.026056,0.77998,0.39399
GERD_bev,2002,0.64415,v,0.3421,1.0582,0.80108,0.97927,0.030168,0.81689,0.44945
GERD_bev,2003,0.69903,v,0.3521,1.0527,0.80995,0.96798,0.037364,0.84873,0.47239
GERD_bev,2004,0.73158,v,0.37202,1.066,0.83836,1.0071,0.044128,0.87977,0.50317
GERD_bev,2005,0.83096,v,0.39128,1.096,0.85893,1.0376,0.053789,0.91914,0.58059
GERD_bev,2006,0.88848,v,0.43969,1.2532,0.94253,1.1039,0.066134,1.0072,0.63544
GERD_bev,2007,0.95372,v,0.46955,1.3079,0.99637,1.1786,0.079961,1.0856,0.73107
GERD_bev,2008,1.0616,v,0.52024,1.4292,1.1025,1.2566,0.093671,1.1529,0.83491
GERD_bev,2009,1.0625,v,0.52416,1.4085,1.1029,1.3332,0.10962,1.1613,0.89505
GERD_bev,2010,1.1452,v,0.54011,1.4262,1.1248,1.3176,0.13827,1.0721,0.92854
GERD_bev,2011,1.1863,v,0.58615,1.4901,1.1952,1.3206,0.1586,1.0971,1.0523
GERD_bev,2012,1.3541,v,0.60041,1.4983,1.2126,1.3708,0.18325,1.1608,1.1691
GERD_bev,2013,1.4161,v,0.62565,1.5449,1.267,1.3841,0.21356,1.1935,1.2921
GERD_bev,2014,1.5051,v,0.63869,1.5925,1.2617,1.44,0.2372,1.292,1.3531
GERD_bev,2015,1.5208,v,0.65839,1.6701,1.3001,1.4982,0.25241,1.3322,1.4405
GERD_bev,2016,1.6419,v,0.67607,1.7629,1.3641,1.582,0.2653,1.3254,1.5078
GERD_bev,2017,1.6558,v,0.72117,1.8364,1.4425,1.6512,0.2832,1.2612,1.5779
GERD_bev,2018,1.7604,v,0.76985,1.9,1.5178,1.7399,0.3014,1.3123,1.7579
GERD_bev,2019,1.8702,v,0.83494,2.0254,1.6347,1.891,0.33169,1.3566,1.944
GERD_bev,2020,1.8331,v,0.85553,2.1743,1.7062,2.0646,0.37378,1.3604,2.0086
GERD_bev,2021,1.9526,v,0.91012,2.3118,1.7995,2.203,0.41369,1.3626,2.1434
GERD_bev,2022,1.667,v,0.74994,2.4754,1.6799,2.4275,0.47271,1.4117,2.311
G_BRXGDP,2002,0.36119,v,0.24172,0.60501,,0.46147,0.072405,0.35702,0.3742
G_BRXGDP,2003,0.36981,v,0.26214,0.61714,0.44901,0.45938,0.070046,0.37571,0.38716
G_BRXGDP,2004,0.37844,v,0.26989,0.63999,0.44842,0.44553,0.070979,0.37576,0.41202
G_BRXGDP,2005,0.38795,v,0.27416,0.62325,0.44783,0.45935,0.064614,0.38032,0.4514
G_BRXGDP,2006,0.39745,v,0.2948,0.61946,0.37835,0.47711,0.06917,0.37483,0.47973
G_BRXGDP,2007,0.41626,v,0.3063,0.62173,0.30886,0.51374,0.077553,0.39822,0.56823
G_BRXGDP,2008,0.45063,v,0.3197,0.62054,0.4011,0.5076,0.078737,0.37663,0.60419
G_BRXGDP,2009,0.48499,v,0.3271,0.66541,0.49333,0.4715,0.084399,0.39298,0.64893
G_BRXGDP,2010,0.49667,v,0.34418,0.68246,0.54968,0.45431,0.092615,0.39541,0.70504
G_BRXGDP,2011,0.50835,v,0.37363,0.72088,0.52323,0.46985,0.093589,0.41398,0.71066
G_BRXGDP,2012,0.533,v,0.37388,0.73358,0.49979,0.4716,0.095335,0.4128,0.71933
G_BRXGDP,2013,0.55766,v,0.38245,0.76442,0.5044,0.46604,0.10396,0.38602,0.68525
G_BRXGDP,2014,0.5478,v,0.34439,0.78431,0.49576,0.47004,0.11025,0.39055,0.63688
G_BRXGDP,2015,0.53795,v,0.34353,0.82039,0.47742,0.46441,0.11724,0.41523,0.62053
G_BRXGDP,2016,0.53735,v,0.35885,0.83477,0.48319,0.47945,0.11861,0.40479,0.64169
G_BRXGDP,2017,0.53676,v,0.37427,0.85877,0.49014,0.49393,0.13538,0.40217,0.67874
G_BRXGDP,2018,0.54205,v,0.38656,0.86457,0.48271,0.53419,0.14474,0.40166,0.69294
G_BRXGDP,2019,0.54735,v,0.39063,0.87502,0.47378,0.51032,0.15811,0.41756,0.72889
G_XFA,2002,21.39,v,9.6161,26.806,9.2662,,2.1927,0.38218,0.44027
G_XFA,2003,20.378,v,9.6221,21.917,8.5496,,1.9459,0.29536,0.41355
G_XFA,2004,19.366,v,9.6418,22.106,8.9263,,1.2821,0.32208,0.48872
G_XFA,2005,18.889,v,9.4143,20.805,10.246,,0.92613,0.34711,0.70971
G_XFA,2006,18.412,v,9.1844,20.052,10.481,,1.6133,0.35264,0.30085
G_XFA,2007,17.913,v,9.621,21.239,10.061,,1.3469,0.33382,0.22269
G_XFA,2008,17.352,v,9.3237,22.756,9.8708,3.8606,1.2389,0.37851,0.30762
G_XFA,2009,16.791,v,9.5177,21.769,9.4368,2.8676,1.3461,0.42479,0.20649
G_XFA,2010,16.863,v,12.196,33.571,9.84,3.7518,1.3047,0.44671,0.21659
G_XFA,2011,16.936,v,14.041,42.238,9.8035,3.8162,1.3376,0.47935,0.22415
G_XFA,2012,16.775,v,15.717,44.156,10.513,4.0809,0.97491,0.44642,0.34309
G_XFA,2013,16.614,v,16.104,44.789,10.656,4.47,0.89359,0.52357,0.30356
G_XFA,2014,16.583,v,15.883,42.618,12.134,5.0417,0.82633,0.44302,0.70737
G_XFA,2015,16.551,v,16.38,44.946,12.061,4.8981,0.74221,0.47924,0.75176
G_XFA,2016,16.576,v,12.629,35.13,11.144,5.6838,0.65857,0.7309,0.93597
G_XFA,2017,16.601,v,13.592,34.66,10.526,6.9616,0.64345,0.64301,1.2537
G_XFA,2018,16.784,v,14.314,40.119,11.436,7.1047,0.36292,0.61103,1.9398
G_XFA,2019,16.966,v,14.524,40.126,12.023,7.1212,0.10798,0.58447,1.6059
G_XFA,2020,17.096,v,14.671,38.314,11.409,6.6478,0.36923,0.53856,0.23766
G_XFA,2021,17.227,v,14.569,37.352,11.061,6.735,0.20881,0.61301,0.29196
G_XGDP,2002,2.066,v,1.3081,3.4063,2.3358,2.5475,1.0579,2.9651,2.2077
G_XGDP,2003,2.1161,v,1.3111,3.352,2.3585,2.5502,1.1204,2.9932,2.2772
G_XGDP,2004,2.1661,v,1.319,3.3465,2.3344,2.4869,1.215,2.9812,2.4421
G_XGDP,2005,2.2627,v,1.346,3.4591,2.3204,2.5019,1.3079,3.1309,2.5229
G_XGDP,2006,2.3592,v,1.3998,3.5266,2.3246,2.5455,1.3685,3.2277,2.7193
G_XGDP,2007,2.4184,v,1.4166,3.6432,2.3432,2.6152,1.3737,3.2926,2.8726
G_XGDP,2008,2.5076,v,1.4903,3.6948,2.4675,2.7448,1.4459,3.2922,2.9889
G_XGDP,2009,2.5967,v,1.6343,3.7129,2.7626,2.7918,1.6648,3.1959,3.1467
G_XGDP,2010,2.6327,v,1.6506,3.6281,2.737,2.7144,1.7137,3.105,3.3158
G_XGDP,2011,2.6687,v,1.7307,3.7151,2.7702,2.738,1.7803,3.2054,3.592
G_XGDP,2012,2.8118,v,1.7536,3.7764,2.7783,2.6728,1.9121,3.1737,3.8504
G_XGDP,2013,2.9549,v,1.7634,3.7908,2.8248,2.7021,1.9979,3.279,3.9512
G_XGDP,2014,3.0023,v,1.748,3.8521,2.7792,2.7179,2.0224,3.3679,4.0779
G_XGDP,2015,3.0497,v,1.7578,3.8112,2.7376,2.787,2.057,3.2407,3.9782
G_XGDP,2016,3.0531,v,1.691,3.8846,2.7373,2.8535,2.1003,3.1067,3.987
G_XGDP,2017,3.0566,v,1.7214,4.0397,2.7415,2.9043,2.116,3.1664,4.2921
G_XGDP,2018,3.0945,v,1.7754,4.1706,2.7867,3.0101,2.1406,3.2192,4.5163
G_XGDP,2019,3.1325,v,1.8264,4.3539,2.8513,3.1705,2.2446,3.2182,4.627
G_XGDP,2020,3.1944,v,1.911,4.6563,2.9789,3.4678,2.4067,3.269,4.7957
G_XGDP,2021,3.2563,v,1.9054,4.648,2.9616,3.457,2.4326,3.2958,4.9301
Gazellen,2021,0.58,v,0.9437,1.84,0.832,,,,
Gesunde_Lebensjahre_Frauen,2004,73.5,v,74.638,83.633,73.775,,,,
Gesunde_Lebensjahre_Frauen,2005,72.7,v,75.092,85.3,75.72,,,,
Gesunde_Lebensjahre_Frauen,2006,73.7,v,76.08,87.4,76.44,,,,
Gesunde_Lebensjahre_Frauen,2007,73.9,v,77.108,88.833,77.82,,,,
Gesunde_Lebensjahre_Frauen,2008,71.9,v,75.735,84.7,74.76,,,,
Gesunde_Lebensjahre_Frauen,2009,73.1,v,75.646,84.6,74.42,,,,
Gesunde_Lebensjahre_Frauen,2010,72.8,v,75.228,85.933,74.2,,,,
Gesunde_Lebensjahre_Frauen,2011,71.7,v,74.911,84.533,73.4,,,,
Gesunde_Lebensjahre_Frauen,2012,74.7,v,75.622,85.117,73.7,,,,
Gesunde_Lebensjahre_Frauen,2013,71.8,v,74.722,85.167,72.82,,,,
Gesunde_Lebensjahre_Frauen,2014,68.8,v,74.859,86.5,75.14,,,,
Gesunde_Lebensjahre_Frauen,2015,69.4,v,74.444,85.9,73.56,,,,
Gesunde_Lebensjahre_Frauen,2016,67.9,v,75.4,86.333,74.58,,,,
Gesunde_Lebensjahre_Frauen,2017,67.7,v,74.685,85.567,73.86,,,,
Gesunde_Lebensjahre_Frauen,2018,67.7,v,74.667,86.1,73.42,,,,
Gesunde_Lebensjahre_Frauen,2019,68.8,v,75.389,86.467,73.26,,,,
Gesunde_Lebensjahre_Frauen,2020,70.9,v,76.167,85.8,74.04,,,,
Gesunde_Lebensjahre_Frauen,2021,73.2,v,76.467,83.2,73.36,,,,
Gesunde_Lebensjahre_Männer,2004,76.3,v,79.715,87.433,79.425,,,,
Gesunde_Lebensjahre_Männer,2005,75.4,v,80.046,88.433,81.42,,,,
Gesunde_Lebensjahre_Männer,2006,76.1,v,81.188,91.167,82.12,,,,
Gesunde_Lebensjahre_Männer,2007,75.9,v,81.796,91.433,83.18,,,,
Gesunde_Lebensjahre_Männer,2008,75.3,v,80.696,88.2,80.5,,,,
Gesunde_Lebensjahre_Männer,2009,76.7,v,80.823,89,80.2,,,,
Gesunde_Lebensjahre_Männer,2010,76.3,v,80.261,89.833,80.16,,,,
Gesunde_Lebensjahre_Männer,2011,76,v,80.244,88.633,80.26,,,,
Gesunde_Lebensjahre_Männer,2012,76.8,v,80.52,89.3,79.51,,,,
Gesunde_Lebensjahre_Männer,2013,76,v,79.741,89.333,78.76,,,,
Gesunde_Lebensjahre_Männer,2014,72.9,v,79.781,90.067,80.64,,,,
Gesunde_Lebensjahre_Männer,2015,73.5,v,79.574,90.7,80.28,,,,
Gesunde_Lebensjahre_Männer,2016,71.9,v,80.33,89.65,80.24,,,,
Gesunde_Lebensjahre_Männer,2017,72.3,v,79.644,89.833,79.52,,,,
Gesunde_Lebensjahre_Männer,2018,71.6,v,79.674,90,80.04,,,,
