var,iso2,Verh_IL,Verh_IL_old,Verh_EU,Verh_Top3,Verh_CH,Verh_CN,Verh_JP,Verh_KR,Verh_US,Verh_AT
B_D1,UK,117.39648,126.08742,138.91519,78.422737,88.473808,257.48373,122.02676,120.46268,84.522705,117.40057
B_D1,CZ,110.17432,115.67859,121.5913,73.4123,97.608688,229.08818,109.39043,108.03836,75.804497,106.85616
B_D2,DE,90.68924,89.493172,136.78819,63.346951,79.774231,429.14636,122.82562,180.32312,121.95778,98.820686
B_D2,FI,96.956245,95.264832,146.4558,67.975311,90.095818,457.82169,138.27954,153.55247,134.17091,107.71035
B_D2,CR,23.772869,24.041842,27.558731,16.830593,21.221148,83.947624,22.807514,19.407591,24.61569,25.973822
B_D2,CN,28.537214,28.468346,41.233139,21.826365,25.906923,100,46.259125,73.761169,34.666172,32.275158
B_D2,NO,76.891068,75.629951,114.33202,55.05452,72.344391,501.48962,131.61897,186.10815,118.00672,87.977005
B_D2,CZ,70.206322,68.776985,89.799271,48.956806,67.407646,298.26758,83.774284,64.371468,89.320801,74.370186
B_D2,NL,97.679817,99.372726,155.7802,67.497864,85.73307,595.04608,127.68637,807.0426,131.90973,126.49489
B_D2,AU,67.774803,69.860886,106.74133,46.788918,54.838345,521.10474,102.24348,742.97766,101.18053,95.127243
B_D2,BG,52.935402,52.467262,59.829067,36.303932,49.901878,110.05019,42.246109,35.054977,45.42057,58.280029
B_D2,IT,60.920994,60.10339,82.024376,42.624054,55.408234,227.77278,76.46064,114.97912,71.258324,67.416145
B_D2,RO,33.681587,33.35614,39.978752,23.308117,30.101807,89.019135,37.267632,30.391657,40.372181,34.851978
B_D2,CA,66.237915,66.44812,98.580994,46.808041,59.12944,375.36453,94.869522,295.8551,89.888809,78.395615
B_D2,IN,28.173176,28.502495,36.878407,21.883326,24.025717,53.525719,47.891022,30.746101,27.082701,30.733414
B_D2,ES,58.143623,57.1623,74.628052,41.029419,55.797001,222.13097,74.045258,65.019379,70.16423,64.249489
B_D2,LV,45.903568,45.267399,56.158363,32.924377,42.170834,160.98158,48.95126,39.259785,56.253746,51.026924
B_D2,SK,57.500847,56.587086,69.292931,40.451637,53.822491,189.43356,62.794434,51.228989,74.407616,61.677021
B_D2,FR,69.686577,68.967773,100.02558,49.353012,64.465004,315.86133,90.13916,139.53593,90.643471,77.530746
B_D2,EE,62.301559,61.126038,82.128769,44.439785,59.68977,291.07108,84.454163,63.150089,83.49279,68.248116
B_D2,MT,63.310268,63.180405,76.855896,44.506596,61.373573,185.56636,68.248192,54.504025,65.84977,71.52787
B_D2,KR,105.52109,103.84349,163.87434,72.49144,98.681389,478.3624,128.35127,100,128.28313,111.09402
B_D2,UK,91.888145,92.54174,132.4805,62.950813,80.141739,530.36578,109.62177,697.18127,112.87421,115.35156
B_D2,EL,61.736401,60.474945,76.735474,44.047092,61.993973,220.0461,76.210556,66.392654,75.042,70.469582
B_D2,MX,28.564842,28.587599,32.776913,19.273844,26.163107,52.175728,26.269791,23.003504,30.268482,28.252287
B_D2,PT,60.464981,59.182404,78.369446,42.956818,61.434853,266.23178,86.106186,66.181519,83.341331,67.496422
B_D2,IL,90.448647,89.563858,146.53909,59.631622,70.098427,429.19019,116.83814,165.01396,108.00179,95.489037
B_D2,US,87.859825,88.20359,141.21735,60.054131,74.498337,507.05106,108.93748,435.42413,100,102.40605
B_D2,HU,62.272369,61.339031,79.329155,43.768673,61.954437,224.14905,68.960968,54.540077,77.939629,67.407356
B_D2,CO,23.364485,23.392099,25.723871,14.741436,21.66045,52.08976,19.675125,16.99786,24.027012,24.053684
B_D2,TR,41.786026,41.1422,51.540382,28.219009,43.941013,117.94355,41.824165,30.800112,40.48708,46.504784
B_D2,HR,63.328278,62.35136,73.275055,43.554642,59.730247,175.8726,60.073559,45.34169,53.216362,69.956543
